temperature_c,humidity_pct,pressure_hpa,mq4_ch4_ppm,mq135_gas_ppm,sound_db,vibration_g,temp_change_rate,ch4_change_rate,Hazard_Type,Risk_Level,Recommended_Action
34.56,83.51,1011.34,214.63,491.81,50.93,0.13,0.053,2.329,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
36.81,43.98,1012.71,367.26,322.3,56.84,0.35,2.442,3.081,Spontaneous Combustion / Fire,High Risk,Dispatch Fire Inspection Team & Seal Airflow
25.44,64.99,1013.86,60.42,65.08,49.49,0.06,-0.047,0.543,Normal,Safe,Maintain Regular Monitoring
47.02,35.67,1010.48,708.47,394.85,64.11,0.23,1.286,7.566,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
20.69,62.88,1012.66,85.89,59.74,121.31,4.62,0.038,0.356,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
25.09,61.81,1010.16,150.51,47.23,60.71,0.17,0.05,2.734,Normal,Safe,Maintain Regular Monitoring
26.57,58.46,1010.44,1533.23,180.74,59.36,0.23,0.14,33.832,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
25.09,57.34,1011.32,78.62,53.34,48.82,0.21,0.027,-0.278,Normal,Safe,Maintain Regular Monitoring
24.18,65.36,1015.68,200.75,34.18,57.37,0.06,-0.094,0.93,Normal,Safe,Maintain Regular Monitoring
28.56,61.31,1014.32,242.6,119.9,119.26,4.44,0.022,1.496,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
25.54,56.96,1008.03,169.34,91.02,49.12,0.16,0.063,0.038,Normal,Safe,Maintain Regular Monitoring
26.83,56.67,1007.84,4604.02,74.25,64.04,0.29,0.071,50.512,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
26.47,70.53,1007.58,108.58,56.49,121.73,4.36,0.01,-1.063,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
22.14,61.89,1010.81,95.14,59.94,57.82,0.15,-0.037,0.596,Normal,Safe,Maintain Regular Monitoring
56.12,46.57,1017.71,1095.46,678.19,72.43,0.41,0.972,11.533,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
26.74,64.33,1008.13,120.06,44.29,52.72,0.06,0.006,0.189,Normal,Safe,Maintain Regular Monitoring
27.99,69.17,1012.79,70.52,61.09,79.91,4.68,0,0.113,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
28.59,59.35,1005.86,2495.14,185.86,75.49,0.28,0.323,68.903,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
32.45,85.32,1006.51,372.56,548.83,49.24,0.16,0.099,6.402,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
43.24,44.79,1009.73,898.06,551.61,70.55,0.24,1.234,10.959,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
27.5,67.99,1014.26,136.09,49.1,54.95,0.24,0.028,0.092,Normal,Safe,Maintain Regular Monitoring
40.94,46.91,1009.74,261.7,471.16,66.58,0.18,3.121,7.911,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
23.99,66.75,1013.87,293.05,85.89,85.97,5.1,0.061,-0.055,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
50.18,44.03,1007.87,802.64,311.84,71.94,0.32,2.629,11.972,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
28.21,83.28,1004.3,396.48,496.98,48.32,0.17,-0.008,-0.214,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
28.41,93.93,1003.96,369.13,447.53,42.76,0.09,-0.008,3.09,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
26.69,57.38,1014.12,200.5,72.76,49.54,0.17,0.074,0.661,Normal,Safe,Maintain Regular Monitoring
24.24,67.02,1005.24,128.82,86.27,56.77,0.17,0.054,1.36,Normal,Safe,Maintain Regular Monitoring
43.71,35.44,1010,734.99,547.94,80.54,0.38,1.533,3.468,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
27.14,48.78,1011.28,1061.19,131.17,46.83,0.19,-0.043,34.896,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
34.33,84.59,1009.35,354.41,524.38,45.54,0.16,0.049,-1.143,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
31.2,82.11,996.78,350.94,529.03,39.2,0.09,-0.021,-2.486,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
22.65,58.16,1013.96,957.29,155.21,62.3,0.25,0.302,26.406,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
23.23,58.29,1015.43,137.5,38.91,46.33,0.17,-0.083,-0.883,Normal,Safe,Maintain Regular Monitoring
21.92,65.93,1010.92,140.54,101.83,112.35,3.88,0.001,-0.256,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
25.83,60.79,1015.97,109.63,92.4,52.65,0.11,-0.024,0.046,Normal,Safe,Maintain Regular Monitoring
28.87,91.04,1008.46,448.98,288.99,41.91,0.18,0.054,-1.657,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
25.27,50.06,1009.72,4462.51,120.26,59.74,0.26,0.176,59.205,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
44.48,35.15,1005.74,250.85,589.97,70.72,0.23,3.498,7.898,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
27.64,67.79,1016.65,200.94,76.07,44.23,0.2,-0.036,1.278,Normal,Safe,Maintain Regular Monitoring
42.41,46.5,1015.11,719.1,583.63,63.6,0.41,0.935,7.123,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
24.7,69.91,1007.52,1963.48,96.29,63.01,0.13,0.275,28.513,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
57.97,31.91,1005.32,1002.76,567.38,80.93,0.33,0.829,10.798,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
25.83,61.53,1019.03,61.33,72.31,46.99,0.07,0.004,0.075,Normal,Safe,Maintain Regular Monitoring
26.44,62.42,1016.18,94.89,87.29,104.38,5.13,-0.023,0.045,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
33.43,84.7,1009.75,318.7,235.37,42.87,0.07,0.043,4.629,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
24.68,70.27,1013.86,187.78,96.43,57.62,0.2,0.006,0.161,Normal,Safe,Maintain Regular Monitoring
24.13,59.53,1013.52,123.21,72.27,58.87,0.06,0.112,1.007,Normal,Safe,Maintain Regular Monitoring
24.05,66.17,1015.75,75.39,34.87,54.01,0.2,0.039,-0.897,Normal,Safe,Maintain Regular Monitoring
42.35,43.94,1012.17,696.11,350.9,72.69,0.39,1.302,4.898,Spontaneous Combustion / Fire,High Risk,Dispatch Fire Inspection Team & Seal Airflow
40.05,41.48,1013.79,603.26,266.08,77.26,0.42,2.171,6.07,Spontaneous Combustion / Fire,High Risk,Dispatch Fire Inspection Team & Seal Airflow
48.95,31.86,1009.08,443.14,332.37,60.88,0.42,2.233,6.835,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
24.98,62.56,1009.91,103.12,56,59.77,0.16,-0.006,2.765,Normal,Safe,Maintain Regular Monitoring
27.93,59.83,1013.57,3335.34,127.17,48.84,0.13,0.228,75.754,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
50.83,41.28,1009.09,758.03,313.35,80.29,0.31,0.85,11.536,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
25.71,57.14,1010.75,3285.01,180.79,62.06,0.21,0.108,43.714,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
24.02,71.58,1011.69,232.42,58.34,86.16,5.47,-0.026,0.606,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
21.84,60.24,1019.04,109.63,58.04,50.43,0.07,-0.095,-1.821,Normal,Safe,Maintain Regular Monitoring
26.2,63.54,1008.87,80.61,72.14,91.59,1.88,0.018,-1.24,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
26.9,49.2,1001.38,3616.55,85.18,58.37,0.11,0.272,49.897,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
29.31,58.41,994.8,2576.25,117.15,89.08,0.27,0.196,64.785,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
22.47,55.03,1013.93,161.6,111.17,111.68,4.86,-0.079,0.557,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
25.21,65.41,1012.14,155.17,56.96,105.73,4.01,0.056,-0.783,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
22.5,57.78,1008,84.08,108.58,79.13,6.1,-0.081,-2.403,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
25.3,51.85,1013.84,158.16,44.02,55.23,0.17,0.003,-0.39,Normal,Safe,Maintain Regular Monitoring
24.27,63.22,1015.79,60.18,52.81,62.41,0.2,0.041,0.974,Normal,Safe,Maintain Regular Monitoring
24.35,66.2,1011.53,92.91,78.9,108.3,2.64,0.034,1.497,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
36.4,40.17,1005.07,1096.39,632.69,67.72,0.24,2.261,5.165,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
26.56,59.36,1005.67,209.15,73.23,52.72,0.1,0.045,0.261,Normal,Safe,Maintain Regular Monitoring
26.22,64.61,1014.19,197.97,50.91,47.54,0.13,0.021,0.726,Normal,Safe,Maintain Regular Monitoring
25.41,63.93,1012.87,77.28,27.59,51.5,0.06,-0.068,0.777,Normal,Safe,Maintain Regular Monitoring
33.57,82.11,1008.95,430.07,281.08,51.92,0.15,0.123,-0.662,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
26.94,72.22,1015.02,150.64,54.3,45.32,0.08,-0.002,0.074,Normal,Safe,Maintain Regular Monitoring
22.77,58.33,1013.17,218.69,45.71,59.09,0.25,0.139,1.069,Normal,Safe,Maintain Regular Monitoring
27.29,61.11,1013.74,46.38,38.97,49.81,0.18,0.066,0.207,Normal,Safe,Maintain Regular Monitoring
28.11,58.27,1007.17,1365.33,77.47,60.9,0.18,0.116,64.459,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
25.07,64.07,1010.35,171.39,47.89,51.08,0.22,0.006,1.344,Normal,Safe,Maintain Regular Monitoring
29.02,48.94,1007.32,3193.71,184.34,62.73,0.17,0.291,31.714,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
23.02,66.08,1015.16,100.66,56.29,57.14,0.21,0.023,2.145,Normal,Safe,Maintain Regular Monitoring
29.96,84.28,995.39,294.62,367.59,45.31,0.17,0.176,4.09,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
25.28,63.57,1013.4,112.2,45.7,56.74,0.08,0.031,0.052,Normal,Safe,Maintain Regular Monitoring
42.01,40.48,1006.24,942.87,472.99,76.26,0.41,2.861,10.686,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
28.14,85.41,1004.51,416.99,368.96,49.9,0.09,-0.019,2.474,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
45.37,43.8,1008.95,451.15,656.45,78.57,0.18,2.13,11.01,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
55.29,28.94,1011.52,508.14,423.93,71.79,0.21,1.736,8.633,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
23.11,70.56,1012.81,216.93,41.75,52.32,0.08,0.016,-0.857,Normal,Safe,Maintain Regular Monitoring
22.18,63.35,1014.54,200.9,54.05,48.07,0.18,-0.04,-2.28,Normal,Safe,Maintain Regular Monitoring
39.28,28.44,1012.18,436.01,269.44,65.8,0.37,1.841,2.734,Spontaneous Combustion / Fire,High Risk,Dispatch Fire Inspection Team & Seal Airflow
25.58,66.96,1015.85,116.58,120.52,71.13,3.87,0.042,1,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
42.36,29.24,1008.51,416.36,457.39,73.75,0.42,0.918,9.658,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
48.59,36.51,1008.14,1025.95,527.72,65.18,0.28,2.348,9.456,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
21.58,60.97,1008.72,187.03,73.6,93.2,3.4,0.082,1.187,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
28.26,52.4,1007.9,2488.02,164.36,75.44,0.23,0.126,31.886,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
21.87,62.62,1013.22,127.34,80.27,60.57,0.13,0.075,2.758,Normal,Safe,Maintain Regular Monitoring
45.27,39.94,1006.12,782.41,280.36,60.97,0.41,3.037,8.521,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
26.86,64.57,1011.99,228.45,91.02,84.7,4.29,0.064,-0.811,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
24.37,68.88,1010.19,212.68,72.05,58.48,0.06,-0.027,1.649,Normal,Safe,Maintain Regular Monitoring
22.55,62.59,1011.64,229.74,64.83,90.15,2.05,-0.019,-0.355,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
23.22,67.46,1011.72,138.39,80.28,65.03,0.23,0.018,-1.375,Normal,Safe,Maintain Regular Monitoring
55.45,29.56,1005.26,411.7,431.05,73.25,0.33,1.471,5.007,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
25.51,62.71,1016.46,119.07,54.52,53.78,0.14,0.003,-0.756,Normal,Safe,Maintain Regular Monitoring
28.26,61.55,1007.99,1775.56,93.25,65.82,0.16,0.213,59.944,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
23.9,58.28,1016.43,225.07,82.69,91.59,4.51,-0.001,-2.25,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
26.17,58.46,1016.08,99.4,49.38,52.19,0.12,0.001,2.379,Normal,Safe,Maintain Regular Monitoring
53.27,47.53,1011.92,778.55,595.96,65.24,0.35,1.945,4.281,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
25.13,60.17,1014.91,218.42,62.53,88.49,2.2,-0.01,-0.845,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
22.51,68.05,1016.03,118.24,87.32,75.84,5.87,0.056,-0.38,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
26.56,59.91,1011.13,135.46,35.07,58.67,0.15,0.023,0.574,Normal,Safe,Maintain Regular Monitoring
28.58,60.25,1001.17,2683.69,109.37,71.06,0.2,0.235,84.814,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
26.68,58.53,1015.84,104.37,29.52,56.65,0.18,0.011,-0.35,Normal,Safe,Maintain Regular Monitoring
23.28,61.96,1007.34,260.3,109.39,90.35,4.91,-0.013,0.618,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
26.21,60.21,1015.46,79.48,115.93,77.33,5.36,0.006,0.11,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
51.78,35.38,1008.39,433.1,467.31,64.52,0.23,1.553,11.491,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
30.51,82.05,1008.76,384.5,447.75,39.8,0.18,0.051,5.951,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
28.65,58.54,1004.74,1333.52,161.09,54.2,0.25,0.068,60.582,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
52.84,35.16,1011.8,931.15,380.44,71.32,0.44,1.561,6.414,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
24.59,52.14,1016.73,69.62,51.7,47.21,0.17,-0.022,2.042,Normal,Safe,Maintain Regular Monitoring
24.69,56.26,1010.56,257.01,64.31,99.01,5.16,0.025,-0.333,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
24.54,65.7,1012.59,174.93,66.94,42.88,0.17,-0.002,1.473,Normal,Safe,Maintain Regular Monitoring
33.75,89.92,1000.72,258.34,421.72,41.23,0.17,-0.033,2.569,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
25.28,63.34,1010.86,84.11,61.78,117.31,1.92,-0.03,0.034,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
27.33,62.57,1016.22,142.84,115.55,112.11,3.23,0.039,0.994,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
24.25,70.5,1015.09,128.25,64.97,69.17,0.09,0.021,0.113,Normal,Safe,Maintain Regular Monitoring
25.77,68.34,1012.04,158.93,65.28,51.46,0.06,0.021,-0.498,Normal,Safe,Maintain Regular Monitoring
20.14,63.71,1016.45,162.08,38.2,49.49,0.18,-0.029,1.312,Normal,Safe,Maintain Regular Monitoring
24.84,64.94,1008.07,4245.29,186.25,72.67,0.26,0.314,58.597,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
24.76,56.21,1010.04,118.14,35.55,53.92,0.25,0.003,-0.148,Normal,Safe,Maintain Regular Monitoring
24.89,70.92,1011.06,87.81,58.02,71.3,4.65,-0.049,0.363,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
49.34,32.01,1014.53,542.31,608.81,76.77,0.25,1.715,9.516,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
24.39,58.62,1015.34,231.03,95.81,52.89,0.17,0.016,-0.159,Normal,Safe,Maintain Regular Monitoring
23.55,55.55,1007.92,2769.63,121.16,69.36,0.15,0.334,29.43,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
25.56,56.65,1012.57,2469.22,107.51,75.03,0.33,0.2,35.314,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
52.94,30.65,1011.77,900.75,596.72,56.48,0.32,1.934,4.059,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
26.95,70.97,1004.59,1130.11,110.01,57.57,0.34,0.218,16.584,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
32.13,92.87,1001.79,163.46,401.06,43.73,0.15,0.27,4.326,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
25.26,68.58,1008.8,3261.12,138.99,52.94,0.19,0.328,36.999,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
22.99,68.02,1012.1,286.17,94.85,89.57,5.42,-0.008,1.82,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
33.77,85.15,1004.91,250.84,286.07,44.33,0.16,-0.047,-1.98,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
24.59,67.71,1016.59,134.5,73.61,39.6,0.24,0.023,0.467,Normal,Safe,Maintain Regular Monitoring
22.75,74.53,1012.75,214.94,72.78,82.52,6.19,-0.013,-1.284,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
27.49,60.18,1011.19,204.76,49.56,56.5,0.19,0.066,0.075,Normal,Safe,Maintain Regular Monitoring
34.52,95.29,1004.67,434.75,530.85,49.41,0.14,0.076,3.211,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
26.41,54.02,1007.74,4277.92,81.19,63.64,0.18,0.155,23.337,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
29.35,93.73,1004.4,169.02,311.56,38.14,0.14,0.172,3.524,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
30.62,84.92,1008.4,191.58,375.52,41.48,0.06,0.098,1.554,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
29.51,86.34,1011.81,440,498.55,50.32,0.1,-0.066,3.907,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
24.66,60.33,1007.2,232.63,52.09,100.48,2.22,0.038,-0.287,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
24.32,58.65,1008.6,113.95,65.68,43.02,0.22,0.025,-1.88,Normal,Safe,Maintain Regular Monitoring
25.47,54.74,1010.78,163.14,88.03,49.43,0.23,-0.065,0.163,Normal,Safe,Maintain Regular Monitoring
30,65.6,1008.29,3029,100.65,67.58,0.12,-0.075,67.063,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
24.1,57.46,1012.76,207.06,48.19,59.55,0.25,0.052,0.504,Normal,Safe,Maintain Regular Monitoring
18.34,66.98,1006.09,176.07,76.2,89.25,2.69,-0.014,0.617,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
23.91,69.09,1014.8,203.08,53.34,60.77,0.16,0.016,1.72,Normal,Safe,Maintain Regular Monitoring
22.82,57.49,1012.06,198.44,122.03,91.07,5.14,-0.037,-0.22,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
46.33,43.04,1005.56,1041.67,597.92,63.31,0.34,1.169,3.449,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
28.72,90.63,1012.15,431.15,513.99,38.81,0.06,0.019,2.609,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
26.45,62.03,1009.86,186.98,31.84,58.2,0.11,0.085,1.59,Normal,Safe,Maintain Regular Monitoring
34.54,87.15,1007.84,355.81,414.89,45.35,0.16,-0.055,1.311,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
25.64,69.25,1016.06,168.21,90.28,70.07,4.41,-0.005,0.419,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
25.4,48.56,1007.19,2697.94,95.16,62.28,0.25,0.312,36.182,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
57.27,33.64,1010.34,1091.82,542.63,75.2,0.21,1.895,5.345,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
27.42,60.37,1010.52,237.94,63.74,121.9,5.04,0.014,0.376,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
21.79,58.33,1010.67,151.82,67.08,61.15,0.19,0.015,0.005,Normal,Safe,Maintain Regular Monitoring
23.55,63.2,1007.67,1542.48,80.75,62.26,0.26,0.309,54.435,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
27.31,55.85,1007.25,4562.32,100.02,65.33,0.18,0.332,50.097,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
25.67,60.8,1015.99,181.73,92.28,50.14,0.21,-0.02,0.237,Normal,Safe,Maintain Regular Monitoring
26.38,67.72,1008.06,1432.56,135.72,67.85,0.33,0.243,69.925,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
23,71.61,1014.21,212.53,77.88,52.79,0.17,0.076,1.656,Normal,Safe,Maintain Regular Monitoring
21.84,63.55,1013.64,93.56,48.57,54.41,0.06,0.062,-1.207,Normal,Safe,Maintain Regular Monitoring
27.77,67.71,1012.36,68.41,40.45,57.98,0.2,0.047,1.73,Normal,Safe,Maintain Regular Monitoring
22.74,70.6,1009.91,294.08,128.95,89.87,5.28,-0.047,0.488,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
51.3,46.89,1010.07,519.07,373.54,67.45,0.43,2.17,11.264,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
25.2,72.5,1009.17,175.89,96.41,82.61,6.39,-0.054,0.833,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
26.47,63.15,1004.78,4404.87,104.33,59.92,0.16,0.239,78.912,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
23.55,71.85,1014.86,122.03,82.78,52.19,0.14,-0.075,0.371,Normal,Safe,Maintain Regular Monitoring
30.1,61.36,1002.59,4591,78.97,52.42,0.31,0.367,20.035,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
25.76,54.34,1013.91,1340.6,183.26,70.09,0.19,0.221,30.593,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
27.79,63.68,1014.29,102.05,77.64,60.13,0.09,-0.004,0.545,Normal,Safe,Maintain Regular Monitoring
40.48,43.26,1005.15,455.17,545.21,69.69,0.45,3.148,9.6,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
24.57,69,1011.32,212.97,42.06,46.46,0.17,0.143,1.162,Normal,Safe,Maintain Regular Monitoring
48.15,44.92,1010.21,521.85,421.53,55.54,0.26,2.416,7.802,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
50,35.04,1009.17,518.46,501.34,65.27,0.16,0.996,4.434,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
23.46,59.48,1013.73,128.98,50.34,54.4,0.18,0.074,-0.749,Normal,Safe,Maintain Regular Monitoring
25.55,61.28,1008.95,204.63,67.99,52.73,0.13,0.028,-0.328,Normal,Safe,Maintain Regular Monitoring
25.27,65.93,1009.41,173.89,52.95,106.2,4.9,0,-0.93,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
25.73,65.27,1002.99,1775.61,131.71,76.18,0.3,0.229,38.699,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
25,58.9,1015.1,195.36,71.61,48.36,0.05,0.039,0.773,Normal,Safe,Maintain Regular Monitoring
22.27,74.68,1014.68,154.44,109.65,94.36,4.09,0.021,0.197,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
26.53,67.8,1013.78,130.45,72.47,57.44,0.17,-0.004,-1.854,Normal,Safe,Maintain Regular Monitoring
25.87,62.31,1013.85,183.43,49.91,93.81,5.16,0.015,-0.513,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
